username;community;account_type;in_degree;out_degree
ce780bfc90;714;grassroot;1;0
a51800f1c2;8;grassroot;0;2
ab1b39501d;8;grassroot;4;0
094db28c56;7;grassroot;0;1
555fe7538d;715;grassroot;0;1
57241d95a9;715;grassroot;1;0
86bad18cd7;7;grassroot;0;1
414b6a34c6;14;grassroot;0;1
8be4a07297;123;grassroot;0;1
c7c24a7452;2;grassroot;0;1
a823761187;1;grassroot;0;1
d6b74ecbc2;716;grassroot;0;1
5174609854;716;grassroot;1;0
9c41736af7;86;grassroot;0;1
a0270f05b0;9;grassroot;0;1
ba1aefc7a1;2;grassroot;1;1
ed5eb00469;32;grassroot;0;1
94cc784aa2;4;grassroot;0;1
a9c35a129c;9;grassroot;0;1
8c9027e81d;81;grassroot;0;1
13edd9826d;7;grassroot;0;3
84de5cea2d;7;grassroot;1;0
e632cf3d84;7;grassroot;1;0
cf7c327e8d;717;grassroot;0;1
fa86e9f8a6;717;grassroot;1;0
db898c8cf4;1;grassroot;0;1
b829637bc2;54;grassroot;0;1
854b4249bb;86;grassroot;0;1
43d908f051;718;grassroot;0;2
6010967702;718;grassroot;1;0
d5ef257e4d;718;grassroot;1;0
3fd6573736;2;grassroot;0;2
a2977951c5;2;grassroot;1;0
3d1d7a7b19;43;grassroot;0;3
e011ee1fe6;2;grassroot;0;1
6b9488d19c;7;grassroot;0;5
bbb9f916b5;7;grassroot;1;0
cb5caf32f0;7;grassroot;3;1
4ca2dd003f;15;grassroot;0;10
afce82275b;15;grassroot;1;0
31015d91c6;15;grassroot;1;0
3103156bec;15;grassroot;1;0
75e5e7356a;15;grassroot;1;0
24ce559437;15;grassroot;1;0
9782fb64f6;15;grassroot;2;0
8837c9ab96;15;grassroot;1;0
3eecc8d4c7;11;grassroot;0;1
915d4288e4;719;grassroot;0;1
2e0a0fc68a;719;grassroot;1;0
cc9645c907;7;grassroot;0;3
344d511033;7;grassroot;1;12
6ada292575;7;media/news;1;0
5477be4e0f;7;media/news;1;0
3789134ab4;7;media/news;1;0
becc71b03a;7;grassroot;1;0
f165352b20;7;grassroot;3;0
146ea9522b;8;grassroot;0;3
830cf7a34b;8;grassroot;1;0
f540cbf211;720;grassroot;0;1
a6b8895f2a;720;grassroot;1;0
17d513c798;43;grassroot;0;1
3f6f5f6645;42;grassroot;0;1
ed3c81e52f;721;grassroot;0;1
b506bd5854;721;grassroot;1;0
7ca2e6272e;9;grassroot;0;2
eff27a93f4;12;grassroot;0;2
c94cdd712c;2;grassroot;0;4
97b0d4ea48;14;grassroot;0;1
27525d5ee2;9;grassroot;0;11
e0a5d8314f;42;grassroot;3;0
ab0e12150e;9;grassroot;2;0
62f107dbcd;1;grassroot;0;1
a168ff74b1;43;grassroot;0;1
95284ac810;43;grassroot;3;1
9c8e6b7b83;722;grassroot;0;1
9e60735fb9;722;grassroot;1;0
e9f18c2767;12;grassroot;0;2
5e06ea10fd;723;grassroot;0;1
5cf664bae4;723;grassroot;1;0
6bc7be1ca9;2;grassroot;0;1
a344d579d4;724;grassroot;0;1
6d60edf9b4;724;grassroot;1;0
ed8f54c81e;143;grassroot;0;4
0929fd58c7;143;grassroot;1;0
e533221026;143;grassroot;1;0
766738bde1;143;grassroot;1;0
915ce154e3;725;grassroot;0;1
77efe11fe5;725;grassroot;1;0
2888cf6bc6;12;grassroot;0;1
578b1d4bbe;2;grassroot;0;1
f51d3cec96;2;grassroot;0;7
8607e10624;2;elite/political;1;0
738547df1b;58;grassroot;0;2
5da37b26e3;58;grassroot;1;0
5ab5af4ec5;11;grassroot;0;4
b3a0635c5e;11;grassroot;1;0
af13f77c0f;2;grassroot;0;1
60d9bc4e0d;35;grassroot;0;1
e8d9274fbf;7;grassroot;0;1
806ba9ddd4;5;grassroot;0;2
4a15ba7e82;726;grassroot;0;1
ecf36cecd0;726;grassroot;3;0
1d2b432223;49;grassroot;0;1
431ca9ef3a;152;grassroot;0;1
704c2d6352;727;grassroot;1;1
127d210d34;727;grassroot;1;1
12aafae519;9;grassroot;0;1
8aa0c2a366;2;grassroot;0;1
50f5142ef2;10;grassroot;0;4
0fc73aca86;728;grassroot;0;1
697b5f09ab;728;grassroot;1;0
471609d73e;3;grassroot;0;1
075abccb10;10;grassroot;0;1
501ae55909;7;grassroot;0;4
fffbd6a31d;7;grassroot;2;0
2b9a028101;7;grassroot;0;14
f9ca7a295d;7;grassroot;1;0
1377cf381e;7;grassroot;1;0
22f04ab9d0;7;grassroot;1;0
ecd28d2c69;7;grassroot;1;0
43500cd997;7;media/news;2;0
c36ecc68d5;7;grassroot;0;1
9319b5f06c;729;grassroot;0;1
b6339833e5;729;grassroot;1;0
4ab06e132e;9;grassroot;0;1
99d7c28d71;58;grassroot;0;1
fa45489932;12;grassroot;0;2
0cd68e032d;1;grassroot;0;1
86eba44f40;16;grassroot;0;1
a5219b7ab0;730;grassroot;0;1
1a596b05d1;730;grassroot;1;0
b5359fb2f8;123;grassroot;0;1
eabf38b35d;731;grassroot;0;1
559affcb61;731;grassroot;1;0
b5c0e22d31;732;grassroot;0;1
63dd8c0e20;732;grassroot;1;0
91b203a81b;42;grassroot;0;2
beea80079a;42;grassroot;1;0
903aaa4fc1;1;grassroot;0;1
088d2da3fb;537;grassroot;0;1
dc55b4184b;70;grassroot;0;13
ad5aa27e1e;70;grassroot;1;0
ea44c06209;70;grassroot;3;0
cfa0cb9873;70;grassroot;4;0
d867f79706;70;grassroot;2;0
64df91fe08;70;grassroot;2;0
248610cb13;43;grassroot;0;2
a850db32f2;43;grassroot;1;0
40e1574536;121;grassroot;0;2
36e5b8bc55;733;grassroot;0;1
e8ccefac2e;733;grassroot;1;0
fc8c195f5e;734;grassroot;0;1
4e74755d22;734;grassroot;1;0
208ee422be;735;grassroot;0;1
41e5851adc;735;grassroot;1;0
472fd19af1;42;grassroot;0;1
628fb2c91b;70;grassroot;0;1
fbbe9cce20;6;grassroot;0;1
804a53ac86;9;grassroot;0;1
092274035f;9;grassroot;0;10
ce19530f27;9;grassroot;2;0
766f12e98a;9;grassroot;1;0
7975970503;3;grassroot;3;1
77c73bc2d2;9;grassroot;3;1
4ee168809e;736;grassroot;0;2
524c6f8ded;736;grassroot;1;0
47bdb1c275;736;grassroot;1;0
36877784b2;12;grassroot;0;2
51a56b1b5e;12;elite/political;1;0
4e178885f6;737;grassroot;0;1
07fe63689e;737;grassroot;3;0
b185bb2bd5;11;grassroot;0;1
3d2bceea21;9;grassroot;0;3
dd9646e968;6;grassroot;0;1
836d50bdd2;49;grassroot;0;1
10d5c1fa9c;11;grassroot;0;1
f6b677ca41;738;grassroot;0;1
ae83b5beb7;738;grassroot;1;0
2309c426f6;739;grassroot;0;1
4c248be208;739;grassroot;1;0
8aaf5f7ba4;10;grassroot;0;1
0ef5de551d;7;grassroot;0;1
54922b219c;7;grassroot;5;0
01dc44960e;2;grassroot;0;1
c936f8c0dc;12;grassroot;0;1
ca39d48b07;2;grassroot;0;1
0ec84f0062;2;grassroot;2;0
f3dd9ff48a;11;grassroot;0;1
ced7a39502;740;grassroot;0;1
35acf5a291;740;grassroot;1;0
4c1c0e6446;3;grassroot;0;1
e679741e89;42;grassroot;0;3
41f2e30436;42;grassroot;1;0
ba9f38c3eb;741;grassroot;0;1
4ae91aa492;741;grassroot;1;0
137b66815d;742;grassroot;0;1
8f9d23cf67;742;grassroot;1;0
094b01155d;2;grassroot;0;6
b6541b7228;14;grassroot;0;1
b5975c0f58;49;grassroot;0;1
5556339e01;2;grassroot;1;4
95014cbb89;4;grassroot;0;2
b53a45fecb;13;grassroot;0;1
638bca08c9;69;grassroot;0;4
f9b00fe8ee;69;grassroot;4;0
1217729b1c;9;grassroot;0;1
600e16b3d9;9;grassroot;0;2
fa35d830e9;2;grassroot;0;2
54248a11e2;2;grassroot;1;0
15576f7bf5;2;grassroot;0;2
a730db08ff;2;grassroot;1;1
cb9254d96a;2;grassroot;1;0
ffa172c246;7;grassroot;0;2
0c7116e4a0;7;grassroot;1;0
6cb0416e4e;2;grassroot;0;3
c0468d9e51;1;grassroot;0;1
5ded2b6375;7;grassroot;0;1
3a2be09016;743;grassroot;0;2
aad34a4e62;743;grassroot;1;0
83a172e8ac;743;grassroot;1;0
d8cc510a34;69;grassroot;0;1
e3e9621e73;744;grassroot;0;1
d07ef6e4ab;744;grassroot;1;0
cfb05cd841;152;grassroot;0;2
93e06aa22a;123;grassroot;0;1
8b605f4d17;11;grassroot;0;4
3c20d65104;11;grassroot;1;0
8158efbddc;11;grassroot;1;0
c7f9772f9e;2;grassroot;0;4
f8a6592954;2;grassroot;1;0
1d88d27c18;98;grassroot;0;1
36188fd910;438;grassroot;0;1
a093b93b84;69;grassroot;0;2
136f3f7b59;12;grassroot;0;1
5db55b1410;745;grassroot;0;1
a7a039c602;745;grassroot;1;0
f517a94f62;2;grassroot;0;6
703cb06374;10;grassroot;0;1
88669bf03b;746;grassroot;0;1
ab24346a9a;746;grassroot;1;0
eefa7ee249;11;grassroot;0;1
e13f721b31;2;grassroot;0;1
32cfda472c;51;grassroot;0;1
a890ec3602;747;grassroot;0;1
28f337d6e7;747;grassroot;7;0
da2858ae36;316;grassroot;0;1
2ce863c534;6;grassroot;0;1
1587e27c67;5;grassroot;0;1
c90d3c42ba;42;grassroot;0;1
ca44f3d4de;58;grassroot;0;1
506306cc9c;5;grassroot;0;5
244122bccc;5;grassroot;1;0
9f7c6333cc;5;grassroot;1;0
f19b6b0ff2;5;grassroot;1;0
796f5be655;115;grassroot;0;2
b0210643e1;58;grassroot;0;1
933e194943;748;grassroot;0;1
6a30168b55;748;grassroot;1;0
8e9cebea15;2;grassroot;0;12
20889c87ea;2;grassroot;1;0
b22291cedf;2;grassroot;2;0
f106a6bc13;2;grassroot;1;0
68d4ebde18;2;grassroot;1;0
50c76f6e0a;749;grassroot;0;1
7963ef2579;749;grassroot;1;0
9444d52345;2;grassroot;0;1
31cdc3aaf3;32;grassroot;1;9
0dcff7f86c;32;grassroot;1;0
988d43e66d;58;grassroot;0;1
4454360d5f;750;grassroot;0;1
75b7f630f6;750;grassroot;1;0
fb86c47303;24;grassroot;0;2
3711be7896;24;grassroot;0;1
f7bd6e8fa8;9;grassroot;0;9
cd1b04c768;9;grassroot;2;0
35f6459959;751;grassroot;0;1
2e7e5eaeba;751;grassroot;1;0
9b4fda52f9;9;grassroot;0;4
cb91a6f57d;51;grassroot;0;1
3b4fba2f0f;11;grassroot;0;3
6d4806414e;11;grassroot;0;9
4d983549bd;11;grassroot;0;1
bc58e7fa47;70;grassroot;0;1
16dc8fe9c1;2;grassroot;0;1
96e708ba4e;2;media/news;3;0
5f67e73888;9;grassroot;0;2
84f09bfa76;12;grassroot;0;1
cf5a9eaffe;16;grassroot;0;1
bb97842518;58;grassroot;0;3
02346642ad;58;grassroot;2;0
12573975b8;9;grassroot;0;1
a043f9820e;69;grassroot;0;1
d003adb195;7;grassroot;0;3
3323394663;7;grassroot;1;0
c4f820afb2;2;grassroot;0;1
f367ebc892;2;grassroot;0;2
f4960c446d;2;grassroot;1;0
e731086082;35;grassroot;0;3
f2096e78a1;10;grassroot;0;2
938598f10f;10;grassroot;1;0
962b2b62eb;2;grassroot;0;1
706cd637d8;752;grassroot;0;1
0731d62877;752;grassroot;1;0
f8b5889080;3;grassroot;0;2
a1a3a0edd6;3;grassroot;1;0
ad4bfb438c;58;grassroot;0;1
f50ffa2f4a;4;grassroot;0;6
85b4fb53cd;4;grassroot;1;0
553e07e92b;4;grassroot;1;0
8648321edd;9;grassroot;0;1
ca8d56e396;74;grassroot;0;3
ac6fc739ec;753;grassroot;0;1
3820941398;753;grassroot;1;0
0b9f95e787;10;grassroot;0;1
04e8a63915;1;grassroot;0;1
d964a6911c;754;grassroot;0;1
3eed57b080;754;grassroot;1;0
e458ace39c;2;elite/political;0;2
8188bf8261;89;grassroot;0;4
83bde5180b;89;media/news;4;0
bd8afe31bb;89;grassroot;4;0
d61eac0c74;5;grassroot;0;1
a60a650c00;3;grassroot;0;2
ae507daea7;12;grassroot;0;1
094419a9ad;3;grassroot;0;1
2ceb9f9135;86;grassroot;0;1
dcc5bea680;3;grassroot;0;1
47e61eb1e5;7;grassroot;0;1
af2ce48c10;10;grassroot;0;1
95fe0a3281;1;grassroot;0;1
67d82a8506;755;grassroot;0;1
28ce2de3b6;755;grassroot;1;0
bd4af336f2;2;grassroot;0;1
b8df15ef91;756;grassroot;0;1
ebb18870b2;756;grassroot;1;0
19de3452c1;613;grassroot;0;2
dcdd8aed99;10;grassroot;0;1
2b78220a55;757;grassroot;0;1
134fc5f099;757;grassroot;1;0
8d47a3ac4e;10;grassroot;0;1
e8cc69a1bf;12;grassroot;0;4
bc59f53e35;12;grassroot;1;0
f379edb384;12;grassroot;1;0
56a85cfeee;12;grassroot;1;0
8f700f000b;12;grassroot;0;1
b0d63894d2;758;grassroot;0;2
5658a5c3fe;758;grassroot;1;0
f87bc4e789;758;grassroot;1;0
e4a2992296;759;grassroot;0;1
e434f972e6;759;grassroot;1;0
992a96ddea;134;grassroot;0;4
4436c9e1bb;7;grassroot;0;3
dd8e004ad9;7;grassroot;1;6
a501454d7f;7;grassroot;2;0
42e418e23e;7;grassroot;1;0
c8c099a28b;9;grassroot;0;3
b9a1f3c0d2;9;grassroot;1;0
147f5b108c;9;grassroot;1;0
215521d07d;10;grassroot;0;1
4b6342a3f3;3;grassroot;0;1
c1111bde68;70;grassroot;1;1
604c05dd63;12;grassroot;1;5
eb16a06ada;240;grassroot;0;1
dc826a3a21;7;grassroot;0;2
a7b8f4941e;7;grassroot;1;0
d5887e9548;49;grassroot;0;1
221adf4772;9;grassroot;0;1
97755eacd7;69;grassroot;0;37
54d5938a06;69;grassroot;2;0
7c7232556d;69;grassroot;1;0
20d91613f8;69;grassroot;1;0
9bc139365b;69;grassroot;1;0
9c28fb08e7;43;grassroot;1;27
7b1a8e88fc;69;grassroot;1;0
922ed435b7;43;grassroot;1;0
cf7ef0fc0a;43;grassroot;1;0
45d2bca057;43;grassroot;1;0
49675e4f3e;43;grassroot;1;0
9653c8273e;43;grassroot;1;0
ca0a096116;43;grassroot;1;0
de548283e0;43;grassroot;2;0
86d62f612e;43;grassroot;4;0
870d952ca2;43;grassroot;1;0
9fd8ff3717;43;grassroot;1;0
89b952269b;43;grassroot;1;0
9be5eb6093;43;grassroot;1;0
e78102bfd4;43;grassroot;1;0
c8f0d89808;43;grassroot;1;1
6961cdbdf4;43;grassroot;1;0
9d3d25b391;43;grassroot;1;0
63c50e6b66;43;grassroot;1;0
78a918ac2e;43;grassroot;1;2
a7f5512182;43;grassroot;1;0
8931fc682e;43;grassroot;1;1
f5feea5713;760;grassroot;0;1
d76d937a28;760;grassroot;1;0
fd5fc38352;761;grassroot;0;1
887f6e250a;761;grassroot;1;0
2b78bea3a7;13;grassroot;0;6
dbbca3d7c8;13;grassroot;1;0
b366831baa;2;grassroot;0;4
fe1add61bf;2;grassroot;1;0
da2c43cf59;762;grassroot;0;2
624be1c4e3;762;grassroot;1;0
276553b5e2;762;grassroot;1;0
a35e94503b;32;grassroot;0;11
ffbc71fba8;32;grassroot;1;0
4ad09cf132;9;grassroot;0;1
7e94771bc4;7;grassroot;0;1
796f10f2cc;4;grassroot;0;1
7cc0c445a9;24;grassroot;0;4
99759e3bc1;24;grassroot;1;0
b6705119e7;70;grassroot;0;2
e78d72876b;70;grassroot;0;2
02b7cd4860;70;grassroot;1;0
fcfa782555;763;grassroot;1;1
8f1b7e6b03;763;grassroot;1;2
ffe86fa863;763;grassroot;1;0
89a54aeff4;7;grassroot;0;1
7b3e74293a;43;grassroot;1;2
c435670f75;43;grassroot;1;0
0103832a54;43;grassroot;1;0
c4522440f6;764;grassroot;0;1
ce09f5f546;764;grassroot;1;0
e34e2ed6eb;4;grassroot;0;1
bb4907b775;3;grassroot;0;1
27e942e9ca;6;grassroot;0;1
dc01fce48b;9;grassroot;0;1
e30e2df655;765;grassroot;0;1
bb8a3812ac;765;grassroot;1;0
a67d2dd389;12;grassroot;0;2
df5692c458;16;grassroot;0;1
21925806c0;766;grassroot;0;1
58eb3d46a6;766;grassroot;1;0
3172706bd3;51;grassroot;0;2
22c554f121;767;grassroot;0;3
a240133ead;767;grassroot;1;0
48c9555ec6;767;grassroot;1;0
2227716cd9;767;grassroot;1;0
52b4001e9d;12;grassroot;0;3
9e978a2501;12;grassroot;0;1
508105f0c0;2;grassroot;0;1
a1f0d048ab;2;media/news;2;0
57b2e88423;2;grassroot;0;1
c32baaad63;1;grassroot;0;1
26e25452e1;2;grassroot;0;1
0e76233bc1;768;grassroot;0;1
d29fc22ed7;768;grassroot;1;0
14bc616ff1;769;grassroot;0;1
9cfbfb5720;769;grassroot;1;0
88d26b2ebd;770;grassroot;0;2
76715466c1;770;grassroot;1;0
efddf62663;770;grassroot;1;0
b3a3fd3f81;35;grassroot;0;1
96f18b6f83;7;grassroot;0;1
ddbf5d0852;1;grassroot;0;8
4e1380a8c6;9;grassroot;0;2
fea0cb9bd4;86;grassroot;0;1
3503ff008d;70;grassroot;0;1
c8caba2b25;24;grassroot;0;1
b57152349e;9;grassroot;0;3
b4ea39ea6d;6;grassroot;0;2
7abad8f813;6;grassroot;1;0
b8e0fe88d5;771;grassroot;0;1
ac51e42b88;771;grassroot;1;0
14b4bd798d;9;grassroot;0;1
46e7705d38;2;grassroot;0;4
8511444e1f;772;grassroot;0;1
829c0e8d72;772;grassroot;1;0
7bec6adc04;70;grassroot;0;1
0e95d92061;773;grassroot;0;3
105bbaca7a;773;grassroot;1;0
a320e181ae;773;grassroot;1;0
bccb93c2c6;773;grassroot;1;0
7216ac8be0;3;grassroot;0;1
4409fcb533;2;grassroot;0;34
076f2c2e0d;2;grassroot;2;0
2e67675c7c;2;media/news;1;0
fb197dbcab;2;grassroot;1;0
974f8f56c0;11;grassroot;2;0
739529040d;2;media/news;1;0
b81bbfb05b;2;grassroot;1;0
8753af0552;2;grassroot;1;0
56d68a9964;2;grassroot;1;0
8af307d69c;774;grassroot;0;1
66c860754d;774;grassroot;1;0
727f100291;775;grassroot;0;3
63fbbdf49f;775;grassroot;1;0
b0f19bc885;775;grassroot;1;0
c1956b458d;775;grassroot;1;0
91783c1381;2;elite/political;0;1
7b12dedb18;5;elite/political;0;3
91d6890abb;5;grassroot;1;0
5923937244;5;elite/political;5;0
ead8b20d51;5;grassroot;0;2
d44a08de39;5;grassroot;1;0
fa02340404;12;grassroot;0;2
0a0ab43ee6;12;elite/political;1;0
7108b82c8f;2;elite/political;0;1
4b9bfb8f2f;54;grassroot;0;2
0e622b4ebe;54;grassroot;2;0
3f53f2846b;54;grassroot;1;0
cf92d5ebb5;347;grassroot;0;3
34724ddfed;776;grassroot;0;1
9da0704e1a;776;grassroot;1;0
ac1d0a8df2;7;grassroot;0;1
7d11efed4e;777;grassroot;0;1
045e5760f1;777;grassroot;1;0
5b5e52fd53;98;grassroot;0;3
3af0607fd3;98;grassroot;1;0
f3e5e201f3;98;grassroot;1;0
d03c491ff0;778;grassroot;0;2
26664d8459;778;grassroot;1;0
537e159781;778;grassroot;1;0
ea4000d571;2;grassroot;0;3
a8daa8c4d1;1;grassroot;0;1
5e46692cd2;3;grassroot;0;1
ec39e73e53;2;grassroot;0;2
49ea557127;779;grassroot;0;2
44a6a36b1b;779;grassroot;1;0
80352be12e;779;grassroot;1;0
83402d797a;780;grassroot;0;1
ef4990e6ee;780;grassroot;1;0
2b5c9e0eef;781;grassroot;0;2
7ca4e8bcc1;781;grassroot;1;0
b5fc8bf93c;781;grassroot;1;0
4d720bfece;9;grassroot;0;1
c9733df685;782;grassroot;0;1
5862ab9e0a;782;grassroot;1;0
d22c19d20b;2;grassroot;0;1
0b11da5082;12;grassroot;0;1
423b971788;7;grassroot;0;1
f0305c7be4;7;grassroot;0;3
41874fe6c0;7;grassroot;1;0
37409cfe27;7;grassroot;1;0
026f0daad3;10;grassroot;0;1
a3f96cd8c2;783;grassroot;0;1
ee151aae23;783;grassroot;1;0
1c4ca23d8e;3;grassroot;0;2
5842f9b982;123;grassroot;0;1
d2e2c325ac;3;grassroot;0;2
cdff8b60f5;3;grassroot;1;0
73fb30df27;398;grassroot;0;2
392de97d88;398;grassroot;1;1
138f2321ff;398;grassroot;1;0
bfe81e8faa;58;grassroot;0;1
f88881f09a;7;grassroot;0;1
3f29ea360d;127;grassroot;0;11
9c5aa67c81;127;grassroot;1;0
ad693660b5;1;grassroot;0;1
f2d637484c;69;grassroot;0;1
c211c9ee49;69;grassroot;4;0
37874eafd7;2;grassroot;1;2
4f2aeaed29;9;grassroot;0;1
e4b7683589;15;grassroot;0;1
d842b54aa6;69;grassroot;0;1
da768aa42a;784;grassroot;0;1
b493d1ce85;784;grassroot;2;0
b5a0990816;140;grassroot;0;3
27e944c182;140;grassroot;1;0
7a2ff70e85;2;grassroot;0;6
af92a3ac69;9;grassroot;0;1
481758a89b;10;grassroot;0;1
10a455d693;1;grassroot;0;3
5e7a7f3144;5;grassroot;0;1
79d38aeaf9;5;grassroot;3;0
dcba639a03;16;grassroot;0;1
8f6776130a;35;grassroot;0;1
35d5162dd3;69;grassroot;0;1
edeb94b875;35;grassroot;0;1
929beae40c;9;grassroot;0;3
e5dea11fb2;9;grassroot;1;0
2c7be15917;11;grassroot;0;1
5f414fe123;43;grassroot;0;2
edb544510a;43;grassroot;3;0
844e20e94f;86;grassroot;0;1
f7b06f3548;9;grassroot;0;1
afe894149f;785;grassroot;0;1
e596257888;785;grassroot;1;0
d1f2101a64;786;grassroot;0;1
bb1260974d;786;grassroot;1;0
f5804847cd;12;grassroot;0;3
8cf7f0664e;12;grassroot;0;1
6ed2d5a359;9;grassroot;0;1
5663b44f5c;11;grassroot;0;1
59bd9e080e;9;grassroot;0;1
cfdb4ba3fd;11;grassroot;0;2
c114b5a58a;9;grassroot;0;1
ca1f1f50d1;1;grassroot;0;1
dc5d5f5804;13;grassroot;0;2
3111aab148;4;grassroot;0;1
e5cab16944;3;grassroot;0;1
2fc96ad357;58;grassroot;0;3
63982c3dad;58;grassroot;1;0
0e2611c535;2;grassroot;0;5
40a2d24ada;9;grassroot;0;4
043143ea9f;2;grassroot;0;1
919428ae18;1;grassroot;0;1
55f5d44c4e;2;grassroot;0;1
b64bac7cc7;4;grassroot;0;1
5165e5c44a;4;grassroot;2;0
668e16e868;787;grassroot;0;1
a8dc415665;787;grassroot;1;0
d474454e38;10;grassroot;0;2
6b41c10a7b;6;grassroot;0;2
a4d9510448;70;grassroot;0;1
2084da5ac9;788;grassroot;0;2
c57b41c57e;788;grassroot;1;0
ab4346bdbd;788;grassroot;1;0
1699fce7de;789;grassroot;0;1
a7255136f1;789;grassroot;1;0
f0a6c8aff9;10;grassroot;0;1
0073970a32;2;grassroot;0;1
99a1c4cbc0;2;grassroot;0;4
366931c78c;182;grassroot;0;1
50d911206f;2;grassroot;0;1
a2e1be373e;10;grassroot;0;1
1b1cd96209;790;grassroot;0;1
560929383f;790;grassroot;1;0
b480baf76b;180;grassroot;0;1
d8fff8dd12;791;grassroot;0;1
6e479e71fe;791;grassroot;1;0
17ccaa1bf9;86;grassroot;0;1
430fa4cb3c;7;grassroot;0;1
9cee4a2997;86;grassroot;0;2
d98e1ade7a;792;grassroot;0;1
e60d07b69d;792;grassroot;1;0
75c2332292;613;grassroot;0;2
9b27da2d2f;613;grassroot;1;0
203cbbbb72;3;grassroot;0;1
57a9698388;793;grassroot;0;1
021347df28;793;grassroot;1;0
0f00f1e773;794;grassroot;0;1
3080ce50b5;794;grassroot;1;0
c3dd207aa2;795;grassroot;0;1
4beec49274;795;grassroot;1;0
a6a302a3ec;796;grassroot;0;1
3476234822;796;grassroot;1;0
09d4b2d0d3;797;grassroot;0;2
972a5af029;797;grassroot;1;0
0d2e5a9874;797;grassroot;1;0
f52c97bb89;798;grassroot;0;1
3724a63cbd;798;grassroot;1;0
b806281495;51;grassroot;0;2
260b60e3cc;51;grassroot;2;0
d467a0077a;7;grassroot;0;1
c1447578e0;799;grassroot;0;1
4224b06f39;799;grassroot;1;0
6adfa38559;800;grassroot;0;2
a38177345b;800;grassroot;1;0
8e09ece83c;800;grassroot;1;0
1acb2deff7;801;grassroot;0;1
624ce4538c;801;grassroot;1;0
48c538ec6c;6;grassroot;0;2
f1d6f7eb4f;12;grassroot;0;3
92954214bf;12;grassroot;1;0
24ecc14fd7;12;grassroot;1;0
8ef67d7961;11;grassroot;0;1
2bb3a0c3ad;802;grassroot;0;1
bafb603346;802;grassroot;1;0
da3e5c5d58;803;grassroot;0;1
3ee3ebcbb9;803;grassroot;2;0
ad745b5d22;70;grassroot;0;1
d7188aebfd;9;grassroot;0;1
f89fa9ae02;7;grassroot;0;1
08e8337d83;1;grassroot;0;1
33c0af8103;115;grassroot;0;2
29bff1ca64;12;grassroot;0;1
4a9aa65427;152;grassroot;0;1
9fb334e344;152;grassroot;3;0
4352ace853;127;grassroot;0;8
ea6fef76b2;4;grassroot;0;2
89eca30210;639;grassroot;0;1
3c7e1480bc;24;grassroot;0;1
31c3b16cc1;24;grassroot;0;1
8b56b5c3d9;10;grassroot;0;3
8942bfee1c;2;grassroot;0;1
74e99df8c8;6;grassroot;0;1
88c6ee998f;10;grassroot;0;1
5b424187c8;3;grassroot;0;1
f11ca79b33;804;grassroot;0;1
9246416a67;804;grassroot;1;0
dcd8c43833;70;grassroot;0;3
7cb868de14;70;grassroot;1;0
ca2bf1e120;42;grassroot;0;1
bc00d77b9b;123;grassroot;0;1
c1f8c3f938;13;grassroot;0;2
a2f73a3b77;69;grassroot;0;4
5826483d25;69;grassroot;2;0
c6557a1ce9;145;grassroot;0;2
80909a8ef9;145;grassroot;1;0
ec80be53cb;51;grassroot;0;1
fb8091455a;3;grassroot;1;1
f4974a6f43;58;grassroot;0;2
a332c60fc8;7;grassroot;0;4
f70a66319c;7;grassroot;1;0
570d8ff1ed;12;grassroot;0;1
ee25fc330a;5;grassroot;0;2
0a890ecc4f;152;grassroot;0;3
bf09360b32;152;grassroot;1;0
5b3a7fbaec;70;grassroot;0;1
4771708f86;805;grassroot;0;1
ccf4447fb8;805;grassroot;3;0
72e7097e76;86;grassroot;0;1
62487b41d1;127;grassroot;0;9
824ca00278;7;grassroot;0;2
c314a22ef8;7;grassroot;1;0
6ca2b4b291;2;grassroot;0;2
cb764babf0;2;grassroot;1;0
edf279e46b;32;grassroot;0;1
b9c3f38fad;2;grassroot;0;1
b82b2ad559;11;grassroot;0;1
ae6e4ce287;2;grassroot;0;1
1c627cc49e;86;grassroot;0;1
6ee6e9c6cd;16;grassroot;0;1
51dc512b93;806;grassroot;0;1
607ce39dba;806;grassroot;1;0
59d8669528;11;grassroot;0;1
dba0c5a46e;24;grassroot;0;1
53326079c9;32;grassroot;0;3
5496ed4751;807;grassroot;0;2
69ea459ee9;807;grassroot;1;0
64fb2e5f17;807;grassroot;1;0
b5e1cbdfab;182;grassroot;0;1
e4c21b2b6d;9;grassroot;0;4
6b26ed7b6f;9;elite/political;1;0
368fef92a9;9;elite/political;1;0
a2c5b4c1bc;9;grassroot;1;0
ed45eaa1d9;2;grassroot;0;4
ba845dd2d5;808;grassroot;0;1
12d1b6996a;808;grassroot;1;0
5d1f21cf46;2;grassroot;0;6
942bf1cb60;809;grassroot;0;3
2a1e3a37c2;809;grassroot;1;0
98b019d734;809;grassroot;1;0
fef3f54a5f;809;grassroot;1;0
26eb46e0dd;2;grassroot;0;6
0cd64996ab;2;grassroot;1;0
66c8715ffc;810;grassroot;0;1
32190f18c6;810;grassroot;1;0
f9d8270ca7;112;grassroot;0;1
a8ac6445e0;13;grassroot;0;2
441cf260a8;13;grassroot;1;0
b22ffabeba;58;grassroot;0;1
f5402d2717;811;grassroot;0;1
a9d0bc4e11;811;grassroot;1;0
